N,P,K,temperature,humidity,ph,rainfall,label
73.0,44.2,45.7,29.2,76.7,6.36,190.2,jute
62.1,42.8,17.2,22.6,57.2,6.21,108.9,maize
99.5,31.1,45.1,30.6,57.9,7.15,141.7,coffee
102.4,20.7,43.1,21.3,86.2,6.22,39.0,watermelon
13.2,13.4,6.3,26.4,97.1,6.72,109.6,orange
94.8,86.4,59.9,26.7,85.9,6.46,64.8,banana
27.0,51.0,78.6,18.9,14.0,6.69,79.9,chickpea
102.4,44.8,35.1,26.2,83.7,6.12,203.6,rice
24.6,65.5,87.2,17.4,20.5,6.73,73.2,chickpea
90.8,35.2,23.9,24.2,55.1,6.87,185.8,coffee
93.8,11.9,47.0,26.3,90.6,5.98,61.9,watermelon
34.7,65.5,81.3,12.7,15.2,7.3,34.9,chickpea
21.4,119.9,205.0,26.3,79.7,6.02,75.8,grapes
19.3,141.6,188.3,21.5,89.3,6.63,25.8,grapes
52.2,56.3,80.8,26.5,14.0,7.43,60.1,chickpea
23.8,47.7,34.0,33.2,46.1,5.27,98.8,mango
68.9,21.2,24.8,19.2,47.2,6.82,104.9,maize
44.3,69.8,85.1,16.6,14.0,7.43,111.3,chickpea
18.1,57.5,24.7,27.4,63.7,7.35,47.5,lentil
20.2,145.0,204.7,25.5,86.7,6.2,63.6,grapes
92.9,41.2,38.3,27.4,75.2,6.75,203.9,jute
96.2,30.3,32.0,27.4,48.9,5.51,224.8,coffee
22.2,56.6,15.1,27.4,59.1,7.19,44.8,lentil
119.3,82.8,46.2,25.2,80.6,6.04,117.2,banana
15.3,29.0,26.0,31.5,60.6,5.75,101.3,mango
27.5,120.1,202.4,21.5,88.6,6.37,61.7,grapes
119.1,39.2,24.3,26.8,75.2,7.5,45.7,cotton
64.4,20.8,44.4,25.7,83.0,6.81,137.5,jute
60.7,47.4,45.3,23.4,85.3,6.34,233.1,rice
65.3,49.6,52.2,23.8,74.4,6.99,219.8,jute
62.2,28.5,64.7,25.5,78.1,6.83,55.5,watermelon
46.8,55.4,87.6,18.8,17.8,7.31,46.5,chickpea
134.1,58.1,24.4,24.9,76.5,7.06,94.2,cotton
128.4,51.1,18.1,26.4,66.4,7.15,97.9,cotton
16.2,31.2,16.3,31.8,46.3,5.82,106.9,mango
115.1,59.4,17.8,23.8,66.2,6.61,125.8,maize
61.5,51.4,84.3,20.7,14.0,6.56,74.4,chickpea
73.6,47.8,56.9,26.8,85.0,6.3,186.9,rice
25.5,12.1,11.0,20.7,87.5,7.44,139.7,orange
20.0,78.9,10.6,15.3,59.1,6.57,42.0,lentil
80.8,36.0,23.4,22.6,91.4,6.57,256.6,rice
15.7,131.0,205.0,24.0,90.1,6.25,83.8,grapes
11.7,121.8,174.5,25.9,77.8,5.42,41.9,grapes
16.4,17.2,12.8,26.4,85.8,7.89,139.2,orange
70.8,31.2,33.1,23.6,80.8,6.61,182.1,jute
20.5,20.1,17.4,22.4,88.0,6.93,110.4,orange
108.6,56.8,19.5,28.1,74.8,7.0,67.9,cotton
17.4,35.9,28.8,32.0,49.0,5.98,104.1,mango
77.6,12.7,54.9,26.1,75.6,7.17,53.3,watermelon
91.7,45.5,17.5,26.8,61.3,6.1,105.6,maize
101.9,18.5,40.8,29.1,89.2,6.99,52.2,watermelon
81.9,45.5,43.2,19.4,73.8,6.45,127.1,jute
22.5,20.7,24.7,33.6,45.3,5.7,66.5,mango
96.9,15.0,23.3,23.9,59.2,6.66,239.0,coffee
13.7,126.7,205.0,22.7,90.6,6.23,57.4,grapes
26.8,20.6,36.6,35.4,41.2,5.74,82.7,mango
69.6,48.4,41.2,22.7,71.5,7.07,183.4,jute
16.2,17.8,15.4,23.6,90.3,6.94,119.6,orange
23.0,15.8,0.1,26.8,94.8,7.2,98.3,orange
84.5,26.8,17.7,30.3,73.6,5.64,82.9,maize
82.8,37.0,19.4,25.8,59.1,5.74,68.0,maize
75.1,14.9,40.3,28.5,90.8,6.68,55.4,watermelon
25.1,63.9,14.3,21.1,57.4,6.82,66.4,lentil
89.9,83.6,26.2,26.4,73.9,5.91,88.5,banana
101.0,34.0,38.3,24.6,70.4,7.24,122.3,coffee
84.4,33.2,19.9,30.4,60.9,8.19,71.6,cotton
13.5,138.2,205.0,22.8,80.2,5.86,84.0,grapes
77.7,43.7,26.6,26.1,67.6,7.23,71.4,maize
15.9,28.0,28.8,32.6,61.2,6.21,65.8,mango
103.3,45.1,8.1,31.2,65.5,6.29,138.9,maize
19.1,18.3,7.7,21.5,90.4,7.08,114.6,orange
82.9,54.5,24.7,25.7,89.2,7.23,198.4,rice
91.1,38.7,30.7,22.7,67.5,7.26,146.9,coffee
70.2,50.0,56.8,23.6,78.6,6.51,271.4,rice
82.9,53.2,19.2,26.6,65.5,6.24,60.6,maize
106.1,18.1,67.6,30.1,78.4,5.98,46.5,watermelon
21.5,14.9,7.7,23.5,92.3,6.85,113.0,orange
97.4,9.8,31.8,22.1,48.3,6.63,176.4,coffee
104.3,29.9,21.7,24.8,41.2,6.45,94.3,maize
109.1,35.8,30.9,23.8,64.3,6.21,236.0,coffee
89.8,49.1,50.1,29.2,83.2,6.64,208.4,rice
112.8,35.6,17.2,23.4,53.2,5.77,93.1,maize
103.6,48.0,23.7,27.4,68.1,6.16,62.8,cotton
99.6,24.9,47.9,27.4,89.7,6.75,45.0,watermelon
94.0,20.6,57.2,25.8,86.3,7.68,68.5,watermelon
49.1,73.3,84.6,18.7,17.4,7.65,62.0,chickpea
65.2,39.4,34.2,27.5,79.2,6.68,225.1,rice
80.7,53.3,37.6,23.6,83.2,6.75,261.7,rice
36.4,59.6,64.5,24.6,14.0,7.81,75.0,chickpea
69.3,58.7,21.0,14.9,56.8,5.43,100.2,maize
103.8,65.8,18.2,30.5,69.5,7.01,72.7,cotton
19.9,70.9,18.4,18.5,64.8,6.37,39.2,lentil
75.7,41.1,25.6,25.4,75.5,6.49,158.8,jute
101.3,50.9,14.5,25.6,67.3,6.44,90.1,maize
13.9,29.6,29.0,32.0,37.1,6.77,95.5,mango
84.7,9.9,32.6,23.6,86.2,6.71,40.0,watermelon
20.4,12.9,4.8,24.3,95.9,6.95,89.2,orange
72.2,37.7,37.4,25.4,81.4,6.86,151.6,jute
113.9,43.2,20.5,23.8,69.1,6.57,108.9,cotton
92.7,53.4,30.0,26.1,51.9,6.98,177.3,coffee
65.1,63.3,43.3,21.8,78.6,6.53,224.1,rice
55.9,67.8,98.1,19.6,14.0,7.23,55.7,chickpea
95.4,25.2,30.5,24.1,45.4,6.22,129.0,coffee
42.6,70.7,69.7,19.2,14.0,6.82,92.7,chickpea
96.5,17.1,56.1,26.2,79.6,6.34,53.1,watermelon
91.9,16.5,75.1,24.4,78.0,6.89,42.1,watermelon
96.9,37.4,29.7,28.3,77.5,6.89,80.6,cotton
98.3,55.5,40.5,28.4,79.7,6.14,236.3,rice
106.9,13.1,56.6,24.4,81.9,5.95,64.1,watermelon
32.9,60.2,76.2,19.4,19.0,7.86,80.9,chickpea
31.6,21.4,28.8,27.7,48.7,5.85,108.0,mango
77.2,35.6,46.2,29.7,80.5,6.56,221.2,rice
9.0,8.1,9.8,26.2,92.6,6.37,112.9,orange
17.4,16.5,17.0,28.8,93.8,7.28,51.8,orange
16.1,52.9,95.9,23.4,16.9,7.37,73.1,chickpea
81.7,40.7,19.4,24.6,47.1,6.76,78.9,maize
101.4,93.6,38.5,28.3,74.1,6.4,103.3,banana
45.1,59.0,69.7,21.6,17.6,6.96,82.6,chickpea
87.7,39.2,16.7,22.4,77.8,5.55,68.8,maize
98.7,30.3,31.9,24.3,57.5,6.14,174.0,coffee
91.3,31.6,28.8,24.9,84.2,5.83,39.9,watermelon
103.3,72.4,34.7,29.6,74.2,5.94,118.1,banana
94.4,13.5,65.5,27.2,82.0,6.94,33.4,watermelon
21.6,17.2,12.0,23.2,88.2,7.13,97.1,orange
66.0,18.1,47.6,27.7,46.9,6.27,221.8,coffee
27.3,32.3,40.6,29.1,52.6,4.8,90.8,mango
22.7,6.5,19.8,23.5,94.1,7.34,96.9,orange
102.7,15.2,52.2,26.2,88.2,6.52,60.4,watermelon
83.2,52.2,16.6,25.8,67.4,6.08,98.7,maize
115.7,63.5,18.3,24.9,77.3,6.51,98.2,cotton
71.9,44.4,49.5,21.4,84.1,6.95,186.3,jute
23.5,66.2,7.9,13.9,64.3,7.28,57.5,lentil
73.1,44.7,36.0,27.8,79.3,6.48,146.9,jute
83.8,34.6,9.2,26.2,67.3,6.14,99.2,maize
19.9,34.1,32.8,31.0,53.6,5.67,98.8,mango
104.3,25.5,42.0,22.9,87.3,6.91,61.5,watermelon
113.5,35.4,21.5,24.0,65.1,7.13,105.4,cotton
132.0,34.4,28.7,28.6,70.1,6.81,69.7,cotton
39.6,41.3,82.8,13.7,25.5,6.93,61.4,chickpea
32.4,44.6,99.7,22.8,16.0,6.37,27.3,chickpea
21.6,63.7,20.2,25.2,63.4,7.88,51.4,lentil
73.8,54.7,47.8,27.6,81.2,6.3,180.3,jute
119.9,57.6,14.7,24.9,68.7,6.79,103.5,cotton
95.5,24.7,47.5,26.7,73.3,6.19,42.4,watermelon
19.9,133.2,197.0,27.1,82.4,5.82,92.1,grapes
68.5,52.8,28.5,27.7,57.2,6.17,107.4,maize
17.9,131.7,205.0,25.6,91.5,5.69,84.4,grapes
100.5,74.9,44.2,29.3,84.8,5.95,109.7,banana
18.8,10.2,6.4,22.5,88.6,7.09,107.0,orange
11.7,145.0,189.4,19.5,79.5,5.1,61.9,grapes
79.1,61.3,46.1,24.4,83.4,5.88,216.7,rice
21.3,67.0,20.3,20.6,81.1,5.73,46.0,lentil
73.5,40.3,46.5,29.0,79.8,7.09,214.4,rice
20.9,17.7,29.8,33.0,39.5,5.33,66.9,mango
83.1,40.3,15.3,26.3,91.2,6.33,248.5,rice
35.2,69.5,66.3,21.0,14.0,7.7,73.9,chickpea
121.2,41.5,33.6,25.3,57.2,7.18,139.2,coffee
14.4,122.3,205.0,28.1,94.0,6.29,68.3,grapes
74.0,25.5,25.8,26.8,91.2,6.57,180.1,rice
13.4,33.2,28.8,27.6,51.8,6.21,103.4,mango
18.2,12.1,5.5,24.8,91.7,6.68,108.4,orange
26.1,6.9,9.9,22.4,92.6,6.77,115.1,orange
84.7,6.1,52.7,28.5,90.4,7.45,51.6,watermelon
21.2,138.4,200.3,23.0,82.2,5.77,77.8,grapes
18.0,58.1,64.4,16.0,19.0,7.17,101.2,chickpea
69.3,41.8,32.7,23.4,80.0,7.01,184.7,jute
19.0,62.6,23.9,18.0,64.1,6.5,45.7,lentil
18.8,14.6,20.7,24.7,92.6,6.77,111.8,orange
111.4,19.3,44.6,26.1,85.1,7.09,20.0,watermelon
5.1,61.4,20.9,22.3,45.6,6.66,40.1,lentil
48.6,40.8,23.1,25.5,49.8,5.74,112.4,maize
111.6,42.7,20.6,28.1,72.3,6.92,111.6,cotton
108.3,13.1,50.3,27.4,82.4,6.33,43.2,watermelon
103.7,79.4,46.7,29.2,77.6,5.54,96.3,banana
83.6,69.6,50.4,29.1,76.8,5.83,105.1,banana
16.1,76.4,19.8,21.9,55.8,7.09,48.5,lentil
24.3,21.9,29.6,30.7,48.5,5.71,92.1,mango
17.3,16.1,8.1,23.6,92.1,7.34,96.7,orange
23.3,128.8,196.9,25.2,80.9,5.88,67.1,grapes
127.4,33.4,19.1,22.8,68.6,6.49,84.6,cotton
96.1,37.5,23.3,28.7,57.0,5.75,96.3,maize
73.3,40.8,37.7,23.9,70.5,6.78,170.1,jute
23.1,22.1,34.7,32.0,40.3,5.86,90.2,mango
76.4,39.0,43.1,29.4,83.1,6.23,231.8,rice
84.5,34.2,46.9,24.7,79.4,6.45,215.6,rice
97.2,64.1,35.5,25.3,83.4,7.32,163.2,jute
42.0,67.4,84.8,15.5,18.9,7.07,53.1,chickpea
135.5,56.4,1.0,25.7,65.2,6.9,72.8,cotton
91.2,40.2,32.1,25.1,79.1,6.13,183.7,rice
140.0,41.6,7.9,30.4,81.4,6.99,91.8,cotton
72.7,46.3,27.0,21.4,58.9,6.03,140.3,maize
122.3,48.5,24.3,30.4,58.9,6.8,60.2,cotton
21.2,20.2,14.6,21.4,87.6,6.11,124.7,orange
99.4,36.0,22.1,26.8,85.9,8.37,81.4,cotton
89.2,50.1,38.6,21.9,79.6,6.65,200.1,rice
18.1,18.0,12.7,31.7,59.1,6.13,87.0,mango
111.6,44.6,25.6,28.7,62.0,6.91,216.8,coffee
86.2,65.3,47.5,24.9,76.0,6.03,118.5,banana
92.7,29.5,21.5,24.3,66.0,6.69,81.6,maize
92.7,38.5,30.6,24.9,94.3,5.77,196.9,rice
51.2,35.8,44.0,26.8,79.3,6.29,190.9,jute
102.6,57.8,34.1,21.8,75.2,6.65,220.8,rice
103.4,50.0,19.7,19.1,58.9,7.24,84.9,maize
98.1,87.7,46.5,25.2,80.4,6.53,127.7,banana
92.4,60.6,19.8,23.9,58.7,5.98,64.2,maize
117.5,39.2,25.4,21.2,58.4,5.74,89.8,maize
103.7,75.5,60.6,27.8,80.5,6.43,65.2,banana
111.1,8.1,19.7,23.1,89.1,6.48,47.0,watermelon
96.3,61.2,31.3,26.2,85.0,6.67,151.0,jute
112.0,23.3,21.6,28.4,65.9,6.97,92.7,cotton
132.5,71.8,44.8,29.1,86.0,6.46,144.5,banana
93.8,22.0,49.4,23.4,86.6,6.23,30.7,watermelon
21.0,135.3,188.7,25.0,90.1,6.3,65.1,grapes
79.6,37.6,38.2,25.1,85.5,6.84,123.3,jute
92.0,42.4,17.8,28.5,70.8,6.42,82.6,maize
39.5,56.4,82.6,23.9,14.0,6.56,79.2,chickpea
97.9,33.6,25.7,25.4,46.2,6.19,94.9,maize
120.4,25.6,23.8,29.9,75.8,7.39,100.1,cotton
88.8,23.7,48.8,27.6,79.5,6.37,36.3,watermelon
71.8,43.0,42.8,27.4,81.8,6.76,192.9,jute
20.6,104.4,189.3,26.8,87.6,5.88,75.5,grapes
47.6,74.9,85.7,15.3,16.7,7.5,100.4,chickpea
72.1,43.2,42.5,23.5,83.0,5.73,143.6,jute
105.5,48.5,27.9,25.2,67.7,7.29,86.8,cotton
12.4,145.0,185.0,22.1,79.0,6.36,94.1,grapes
23.5,70.5,12.7,20.5,66.2,6.32,59.6,lentil
9.6,133.7,186.7,23.9,89.8,5.95,73.3,grapes
108.8,94.4,49.0,25.3,94.9,5.17,82.5,banana
75.3,41.0,39.1,25.3,71.0,6.47,197.2,jute
74.2,35.7,59.6,23.6,83.0,6.71,236.7,rice
96.2,26.6,50.9,24.0,85.3,6.3,44.0,watermelon
71.6,39.1,40.8,22.3,87.3,6.69,219.8,rice
124.4,53.5,16.1,27.5,70.2,7.45,90.9,cotton
20.0,113.5,205.0,24.7,81.1,5.24,64.0,grapes
85.4,50.0,50.5,23.4,77.5,7.06,166.2,jute
95.8,44.0,25.8,24.0,48.2,5.9,107.0,maize
12.6,107.6,201.7,22.9,87.6,4.91,89.9,grapes
80.9,53.1,21.3,25.7,65.3,6.66,105.6,maize
20.6,141.1,181.6,22.8,77.6,5.94,81.5,grapes
27.2,117.6,180.6,17.0,79.6,5.96,90.2,grapes
26.3,34.2,42.7,35.5,46.2,5.88,102.5,mango
90.2,63.2,41.6,26.8,86.5,6.25,179.3,jute
118.8,22.0,42.3,26.3,54.3,6.23,186.9,coffee
32.3,15.6,23.1,31.5,58.4,5.42,39.0,mango
10.8,19.3,13.2,20.6,95.2,6.82,97.4,orange
57.0,42.8,42.7,25.5,80.5,6.32,219.2,rice
78.6,50.0,19.3,24.4,76.4,6.83,202.5,rice
106.3,32.9,22.0,24.5,74.4,5.94,160.7,rice
99.9,35.2,9.2,18.3,54.3,7.04,74.4,maize
25.0,136.9,205.0,21.6,76.5,6.34,71.1,grapes
71.9,66.2,30.1,24.3,78.8,6.6,160.2,rice
30.8,64.7,96.3,19.9,15.1,7.57,22.4,chickpea
84.3,40.6,34.7,18.4,85.3,6.21,197.9,rice
21.3,145.0,205.0,23.8,82.3,5.86,65.8,grapes
81.7,13.5,63.0,24.7,75.3,6.16,54.1,watermelon
70.1,47.3,33.7,22.4,78.2,7.43,174.4,jute
27.1,69.3,18.2,24.4,69.9,6.38,45.8,lentil
17.1,141.5,205.0,21.6,89.2,5.65,71.9,grapes
85.8,39.7,62.7,26.5,81.8,5.77,201.8,rice
76.1,41.8,36.2,27.5,85.5,5.91,210.9,rice
107.4,38.7,24.3,23.8,55.1,6.29,138.1,coffee
106.5,42.2,22.9,28.8,77.2,7.02,93.2,cotton
67.3,45.8,39.3,26.0,74.8,7.05,213.6,rice
77.4,46.1,38.7,26.8,94.6,6.26,224.0,rice
16.1,110.8,175.4,26.1,88.3,6.77,85.1,grapes
76.9,45.2,47.7,25.8,81.6,6.06,170.3,jute
128.9,39.6,16.0,26.9,68.7,6.0,84.4,cotton
36.3,38.7,77.6,23.4,18.6,7.69,107.8,chickpea
100.7,62.6,47.5,27.8,79.4,6.39,78.3,banana
24.8,21.2,8.5,19.9,92.7,7.04,117.2,orange
125.2,33.1,45.6,24.7,45.7,6.57,158.2,coffee
85.6,51.9,40.3,26.0,76.3,6.01,194.4,jute
85.0,41.0,35.9,23.2,89.2,7.38,215.2,rice
103.6,51.9,25.8,23.0,60.5,5.81,90.4,maize
11.3,26.0,31.4,37.0,47.5,6.39,118.1,mango
35.3,71.6,84.4,18.7,17.3,7.64,89.0,chickpea
115.1,26.2,42.5,27.7,83.0,6.07,22.6,watermelon
116.5,27.6,51.1,23.0,52.4,6.64,159.5,coffee
19.4,28.3,37.6,35.5,46.8,5.67,92.5,mango
118.4,24.2,63.1,24.6,74.9,6.25,56.2,watermelon
83.1,48.1,38.1,21.9,82.7,5.6,211.3,rice
127.6,0.0,42.6,29.4,79.4,5.96,36.4,watermelon
102.6,31.1,36.7,28.2,68.7,5.85,171.8,coffee
127.5,42.0,20.2,30.1,75.1,6.5,77.9,cotton
112.1,20.1,62.4,25.0,80.2,6.73,27.1,watermelon
20.0,10.4,8.6,22.7,92.7,6.16,118.8,orange
75.9,52.5,26.0,23.2,82.1,7.24,214.8,rice
38.1,60.6,67.2,25.8,18.1,6.81,58.8,chickpea
48.6,35.2,56.4,21.5,81.8,6.8,256.4,rice
33.2,55.0,70.4,17.1,14.0,7.78,81.1,chickpea
10.8,10.5,11.3,24.6,91.9,6.18,83.6,orange
103.8,19.6,44.0,24.3,88.5,6.87,39.8,watermelon
15.4,16.4,26.9,32.0,49.6,6.25,135.1,mango
106.7,35.2,34.4,26.9,36.4,7.57,218.8,coffee
18.1,52.3,19.2,33.4,43.6,5.42,95.0,mango
15.1,65.3,11.7,19.3,69.7,7.26,40.9,lentil
66.7,50.0,25.0,26.3,78.5,6.66,175.4,jute
97.4,47.4,26.5,26.1,79.7,6.56,154.4,jute
124.1,36.0,24.0,26.7,69.4,6.93,72.5,cotton
101.1,26.8,40.2,26.5,60.2,7.04,173.6,coffee
72.6,43.2,16.2,22.7,69.1,5.8,78.6,maize
89.2,36.0,22.2,32.3,67.8,6.02,116.8,maize
81.4,48.6,30.6,26.9,84.4,6.71,191.9,jute
90.9,35.0,26.8,23.6,64.6,6.22,59.2,maize
17.3,25.1,31.0,34.5,54.9,5.84,102.8,mango
89.5,12.5,55.2,25.2,84.9,5.99,23.5,watermelon
66.0,41.9,30.2,25.4,82.9,6.38,210.8,rice
53.0,61.7,67.5,15.2,17.9,7.35,70.6,chickpea
103.8,50.4,13.7,27.6,59.1,7.25,75.0,cotton
85.3,65.9,22.6,24.5,69.4,5.85,112.6,maize
83.0,45.0,33.9,22.6,76.7,6.03,167.4,jute
25.6,120.1,202.9,21.2,94.0,5.71,79.9,grapes
22.4,61.9,27.1,19.4,52.7,7.2,28.1,lentil
75.3,48.6,55.2,26.5,88.9,6.69,222.5,rice
17.1,88.8,26.6,23.2,69.8,7.03,28.2,lentil
67.3,38.5,47.2,23.9,78.2,6.66,297.4,rice
74.9,62.2,39.6,27.1,83.4,6.5,184.2,jute
74.8,41.6,49.8,25.0,81.1,6.75,196.1,jute
35.1,64.3,82.3,17.8,19.9,7.14,72.9,chickpea
16.4,124.7,205.0,26.4,78.4,6.34,76.1,grapes
103.1,40.8,34.3,29.7,81.7,6.14,95.1,cotton
92.3,23.4,49.3,24.3,92.8,6.8,31.8,watermelon
30.1,70.4,18.2,22.4,50.8,6.4,43.3,lentil
86.0,48.6,24.1,26.9,86.7,6.96,223.8,rice
10.8,14.7,9.8,24.0,90.0,7.23,81.1,orange
98.5,74.9,51.2,24.8,71.2,5.73,95.4,banana
71.6,69.5,42.0,25.5,82.6,6.44,92.2,banana
89.1,24.1,61.3,24.6,85.6,6.72,26.7,watermelon
97.7,60.9,23.9,23.7,79.6,6.27,241.2,rice
16.8,110.4,198.8,23.4,82.6,5.81,96.0,grapes
85.4,32.1,42.4,27.7,85.9,6.43,54.0,watermelon
111.0,40.4,24.2,23.6,70.3,6.16,81.3,cotton
21.1,9.0,11.7,24.3,91.8,6.98,110.9,orange
85.4,43.3,33.9,23.5,85.5,6.61,166.5,jute
100.1,78.8,57.8,23.3,72.7,5.75,105.4,banana
21.0,132.1,200.8,20.8,90.4,6.04,52.3,grapes
93.9,39.0,20.1,30.8,72.2,6.28,84.9,cotton
68.8,38.6,38.6,23.2,82.7,6.51,152.2,jute
75.9,48.8,29.6,28.8,83.7,6.69,193.9,jute
45.3,52.4,70.2,20.3,27.5,7.42,37.2,chickpea
88.7,21.1,49.9,24.8,68.4,6.88,153.3,coffee
39.2,65.6,70.5,20.3,19.9,6.84,47.7,chickpea
91.4,40.8,25.7,17.4,62.3,6.75,77.8,maize
77.5,50.3,54.6,26.7,84.6,6.78,182.7,jute
18.7,17.6,19.6,22.4,94.3,7.6,124.4,orange
78.1,44.8,33.5,21.1,83.0,6.84,236.1,rice
93.3,16.7,53.7,22.8,84.6,6.47,48.9,watermelon
13.4,72.8,26.2,20.4,59.5,7.46,39.7,lentil
140.0,53.8,11.3,27.6,70.6,6.6,70.8,cotton
6.3,13.3,10.5,25.6,96.1,6.66,151.0,orange
103.9,29.1,38.6,22.1,51.5,6.89,137.6,coffee
15.2,39.9,24.3,32.5,56.3,5.2,61.0,mango
66.7,12.6,33.0,24.9,89.7,6.86,236.2,rice
18.2,32.3,23.9,31.1,57.5,6.3,78.8,mango
98.4,34.9,27.1,30.3,49.2,6.33,175.8,coffee
25.9,14.9,8.3,23.2,95.2,7.49,83.1,orange
22.8,33.4,26.6,33.0,54.9,5.86,88.1,mango
72.4,33.3,16.1,20.1,60.6,6.18,125.3,maize
89.4,47.3,32.0,23.2,76.6,6.41,175.5,rice
100.6,88.6,52.5,26.5,81.5,6.18,92.3,banana
64.7,41.9,21.2,24.5,66.0,6.17,51.3,maize
7.8,8.7,14.7,27.2,93.7,6.69,132.2,orange
100.4,88.5,57.9,25.7,69.3,5.42,156.7,banana
26.6,76.7,15.0,16.3,52.2,7.11,57.8,lentil
73.7,53.1,46.2,24.2,84.5,6.02,142.2,jute
22.9,24.3,33.7,37.1,44.8,5.05,107.5,mango
17.7,33.9,40.2,31.1,55.4,5.4,120.5,mango
64.8,34.8,49.5,25.9,79.8,6.49,163.6,jute
73.4,15.5,57.3,23.1,86.9,6.42,48.2,watermelon
86.5,83.5,45.1,28.7,77.5,6.19,272.5,rice
35.7,72.0,61.4,17.8,14.0,6.63,82.9,chickpea
117.0,51.6,25.7,27.7,62.5,6.52,80.5,cotton
58.6,37.0,16.0,21.5,64.9,6.94,111.4,maize
87.9,35.4,39.8,26.8,50.9,7.06,156.8,coffee
93.5,13.9,59.0,26.8,81.4,6.47,47.1,watermelon
86.3,53.4,22.6,25.8,70.3,6.17,94.5,maize
13.2,22.9,14.9,26.8,93.6,6.89,130.5,orange
26.5,69.1,20.9,22.1,66.4,7.27,23.9,lentil
15.5,133.4,205.0,31.0,72.2,6.22,63.3,grapes
90.7,43.4,34.3,24.9,48.2,7.43,153.5,coffee
94.6,16.0,42.2,24.0,67.0,6.45,124.2,coffee
120.7,53.4,18.5,30.1,64.0,7.09,93.1,cotton
93.2,16.8,55.9,23.8,83.4,6.35,43.1,watermelon
35.8,63.2,77.6,24.1,14.2,7.02,90.0,chickpea
85.8,23.0,30.7,26.5,97.6,6.62,32.2,watermelon
23.7,35.2,37.1,32.1,38.0,6.25,70.5,mango
113.0,67.1,61.8,28.4,75.6,5.7,137.5,banana
93.8,26.4,30.7,21.0,63.5,7.73,241.7,coffee
36.6,68.6,70.6,17.1,23.3,7.15,59.4,chickpea
115.2,52.7,24.2,23.5,65.4,7.29,104.0,cotton
88.9,37.1,43.8,24.2,81.8,7.07,208.6,rice
79.2,24.8,36.9,26.9,62.2,6.89,161.8,coffee
102.7,54.5,19.7,21.5,75.9,6.77,70.0,cotton
36.9,57.3,98.0,18.5,14.0,6.89,75.1,chickpea
27.0,20.9,20.8,34.7,46.2,5.74,120.4,mango
23.9,15.1,28.8,34.0,50.2,5.78,103.1,mango
121.9,55.8,27.6,24.2,62.1,7.28,72.0,cotton
69.3,60.9,47.5,26.1,74.9,7.54,173.7,jute
16.6,22.4,10.1,22.6,96.4,6.4,99.5,orange
11.2,10.3,11.3,21.1,90.3,7.38,128.1,orange
22.5,39.5,41.8,32.1,49.6,5.68,100.7,mango
105.7,69.8,54.7,25.4,72.4,5.99,111.6,banana
93.6,96.9,35.8,25.3,82.5,6.6,68.0,banana
89.4,33.8,23.9,23.0,63.3,6.05,85.6,maize
90.1,49.2,30.0,26.9,81.3,6.63,90.0,cotton
13.9,144.2,176.0,26.6,82.6,6.21,78.6,grapes
84.9,43.5,34.8,25.6,83.6,6.66,159.3,jute
73.0,49.5,38.8,23.0,63.1,6.2,71.0,maize
99.0,39.8,28.8,20.4,56.5,6.84,173.1,coffee
123.0,52.8,14.1,26.6,72.6,7.74,92.8,cotton
110.3,38.6,25.7,28.4,70.4,6.65,135.0,cotton
20.0,24.0,25.6,33.4,51.3,5.81,101.7,mango
114.7,92.9,52.9,26.2,73.1,6.79,120.8,banana
122.7,37.8,22.9,24.5,56.9,6.68,148.3,coffee
34.9,47.3,77.8,18.7,21.1,6.64,86.4,chickpea
135.5,47.9,32.9,32.9,62.1,6.33,113.0,cotton
23.2,57.6,20.0,17.2,65.0,7.54,57.7,lentil
29.2,74.0,16.1,20.8,72.7,6.58,52.6,lentil
17.4,22.9,39.3,35.8,55.1,5.51,94.0,mango
19.6,112.1,183.6,26.7,91.0,6.37,55.6,grapes
13.0,23.4,10.4,21.6,95.1,6.53,109.1,orange
77.0,47.7,46.7,26.1,76.2,6.84,121.4,jute
24.5,124.1,195.7,25.8,81.0,6.99,83.7,grapes
26.1,30.3,22.0,33.4,51.8,5.97,85.7,mango
21.6,51.0,19.9,22.4,56.8,7.24,47.9,lentil
27.8,65.7,24.0,18.8,62.4,6.52,52.2,lentil
10.3,145.0,205.0,25.3,80.3,5.99,94.0,grapes
18.6,109.5,205.0,23.3,86.1,6.08,89.1,grapes
21.5,145.0,205.0,20.2,82.0,6.04,86.7,grapes
26.7,13.1,6.9,23.4,98.1,7.08,86.6,orange
9.5,18.3,45.0,33.1,43.5,5.83,117.5,mango
89.6,14.4,35.4,28.1,85.8,6.76,31.1,watermelon
14.7,31.5,16.7,31.8,46.5,5.65,98.9,mango
28.2,36.6,12.9,20.4,72.5,6.97,40.8,lentil
22.5,61.9,13.2,21.0,79.6,6.73,27.7,lentil
20.9,37.2,25.6,32.1,54.3,5.95,93.5,mango
82.1,43.4,27.3,23.8,78.0,6.77,154.6,coffee
56.1,41.1,51.2,28.2,87.9,6.74,210.7,rice
98.0,76.1,43.6,26.4,74.1,6.11,110.0,banana
93.9,10.5,33.8,23.2,60.9,7.08,139.4,coffee
101.3,31.0,65.8,25.2,86.3,7.03,35.1,watermelon
